ITEM_SEQ,INGR_CODE,INGR_NAME,QNT,INGD_UNIT_CD
200905719,D001657,"백출",80,"밀리그램"
200905731,D001670,"대황",1.5,"그램"
200905731,D000363,"감초",1.0,"그램"
200905731,D001098,"작약",1.0,"그램"
200905731,D001657,"백출",0.5,"그램"
200905731,D000493,"회향",0.5,"그램"
200905776,D000247,"은행엽엑스",5,"밀리그램"
200905848,D001098,"마황",0.33,"그램"
200905848,D000363,"감초",0.33,"그램"
200905848,D000147,"세신",0.33,"그램"
200905876,D000273,"칸데사르탄실렉세틸",16.0,"밀리그램"
200905876,D000559,"히드로클로로티아지드",12.5,"밀리그램"
200905903,D000026,"시프로헵타딘오로트산염수화물",0.75,"밀리그램"
200905903,D001617,"L-리신염산염",75.00,"밀리그램"
200905903,D001521,"시아노코발라민",500.00,"마이크로그램"
200905915,D001279,"루피나미드",400,"밀리그램"
200905916,D001279,"루피나미드",200,"밀리그램"
200905917,D001279,"루피나미드",100,"밀리그램"
200905918,D001617,"L-리신염산염",150,"밀리그램"
200905918,D000026,"시프로헵타딘오로트산염수화물",1.5,"밀리그램"
200905918,D001521,"시아노코발라민",1,"밀리그램"
200905922,D001670,"후박",1.50,"그램"
200905922,D001098,"진피",1.50,"그램"
200905922,D000363,"감초",0.50,"그램"
200905922,D000147,"향부자",1.33,"그램"
200905938,D000793,"레보플록사신수화물",256.25,"밀리그램"
200905939,D000220,"로사르탄칼륨",100,"밀리그램"
200905939,D000559,"히드로클로로티아지드",12.5,"밀리그램"
200905943,D000254,"알벤다졸",400,"밀리그램"
200905946,D001098,"마황",0.4,"그램"
200905946,D001670,"대황",0.5,"그램"
200905946,D001657,"백출",0.67,"그램"
200905946,D000147,"황금",0.67,"그램"
200905946,D000363,"감초",0.67,"그램"
200905946,D001300,"천궁",0.4,"그램"
200905947,D001211,"우레아",100,"밀리그램"
200905947,D001825,"글리시리진산암모늄",5,"밀리그램"
200905947,D001483,"크로타미톤",50,"밀리그램"
200905947,D000493,"디펜히드라민",10,"밀리그램"
200905947,D000709,"리도카인",20,"밀리그램"
200905955,D000493,"인삼가루",100.0,"밀리그램"
200905955,D001521,"니코틴산아미드",20.0,"밀리그램"
200905955,D000147,"산화마그네슘",16.7,"밀리그램"
200905955,D000216,"레티놀아세테이트",5000.0,"아이.유"
200905955,D000671,"에르고칼시페롤",400.0,"아이.유"
200905955,D000363,"티아민질산염",2.0,"밀리그램"
200905955,D001098,"리보플라빈",2.0,"밀리그램"
200905961,D000084,"다폭세틴염산염",67.20,"밀리그램"
200905962,D000084,"다폭세틴염산염",33.60,"밀리그램"
200906019,D000307,"피라세탐",200,"밀리그램"
200906065,D000571,"이바브라딘염산염",8.085,"밀리그램"
200906066,D000571,"이바브라딘염산염",5.39,"밀리그램"
200906073,D000590,"트라넥삼산",125.0,"밀리그램"
200906073,D001825,"L-시스테인",40.0,"밀리그램"
200906073,D001098,"아스코르브산",50.0,"밀리그램"
200906073,D001521,"피리독신염산염",1.0,"밀리그램"
200906091,D000215,"희석니트로글리세린",40,"밀리그램"
200906096,D000549,"시클로세린",250,"밀리그램"
200906190,D000189,"파클리탁셀",6,"밀리그램"
200906210,D000134,"아세트아미노펜",500,"밀리그램"
200906210,D000316,"수도에페드린염산염",30,"밀리그램"
200906244,D000147,"황련ㆍ황백50%에탄올추출액(1->2ㆍ5)",5.8,"밀리리터"
200906244,D000493,"인삼유동엑스",0.3,"밀리리터"
200906244,D001098,"육계70%에탄올틴크(1->5)",3.5,"밀리리터"
200906254,D000647,"세티리진염산염",10.00,"밀리그램"
200906256,D001495,"우르소데옥시콜산",50,"밀리그램"
200906256,D000363,"티아민질산염",10,"밀리그램"
200906256,D001098,"리보플라빈",5,"밀리그램"
200906275,D000525,"록소프로펜나트륨수화물",24.300,"밀리그램"
200906281,D001098,"노스카핀",10,"밀리그램"
200906281,D000092,"dl-메틸에페드린염산염",12.5,"밀리그램"
200906281,D000493,"덱스트로메토르판브롬화수소산염수화물",10,"밀리그램"
200906301,D001098,"제피아스코르브산",154.65,"밀리그램"
200906330,D000363,"이부프로펜",75.0,"밀리그램"
200906330,D000747,"카페인무수물",40.0,"밀리그램"
200906330,D000147,"산화마그네슘",50.0,"밀리그램"
200906384,D000363,"티아민질산염",60,"밀리그램"
200906384,D001521,"판토텐산칼슘",60,"밀리그램"
200906473,D001521,"시아노코발라민1000배산",25,"밀리그램"
200906478,D001300,"비사코딜",5.000,"밀리그램"
200906479,D000203,"라모세트론염산염",2.5,"마이크로그램"
200906484,D000452,"아스피린장용과립",120.98,"밀리그램"
200906529,D001098,"아스코르브산",150,"밀리그램"
200906540,D000020,"블로난세린",4.0,"밀리그램"
200906541,D000609,"데시타빈",50.0,"밀리그램"
200906557,D000068,"티볼론",2.5,"밀리그램"
200906578,D000109,"피오글리타존염산염",16.53,"밀리그램"
200906584,D000220,"로사르탄칼륨",100,"밀리그램"
200906584,D000559,"히드로클로로티아지드",12.5,"밀리그램"
200906585,D000903,"레보세티리진염산염",5,"밀리그램"
200906586,D001657,"센나열매가루",496,"밀리그램"
200906588,D000905,"몬테루카스트나트륨",4.16,"밀리그램"
200906592,D000905,"몬테루카스트나트륨",5.2,"밀리그램"
200906599,D001082,"시롤리무스분산용액",13.3,"밀리그램"
200906602,D000220,"로사르탄칼륨",100,"밀리그램"
200906602,D000559,"히드로클로로티아지드",12.5,"밀리그램"
200906607,D000063,"테스토스테론에난테이트",250,"밀리그램"
200906613,D000220,"로사르탄칼륨",100,"밀리그램"
200906613,D000559,"히드로클로로티아지드",12.5,"밀리그램"
200906637,D000732,"시클로포스파미드",500,"밀리그램"
200906638,D000732,"시클로포스파미드",200,"밀리그램"
200906639,D000732,"시클로포스파미드",1.0,"그램"
200906640,D000502,"독소루비신염산염",10,"밀리그램"
200906641,D000502,"독소루비신염산염",50,"밀리그램"
200906642,D000590,"트라넥삼산",125,"밀리그램"
200906642,D001098,"제피아스코르브산",53,"밀리그램"
200906642,D001521,"판토텐산칼슘",4,"밀리그램"
200906708,D000307,"피라세탐",200,"밀리그램"
200906719,D000583,"쿠에티아핀푸마르산염",172.69,"밀리그램"
200906741,D000645,"설박탐나트륨",0.5,"그램"
200906745,D000669,"이오헥솔",647.0,"밀리그램"
200906746,D000669,"이오헥솔",755.0,"밀리그램"
200906803,D001098,"트리프로리딘염산염",2.5,"밀리그램"
200906803,D000316,"슈도에페드린염산염",60,"밀리그램"
200906807,D000154,"에토포시드",20,"밀리그램"
200906855,D001617,"L-알라닌",14.0,"그램"
200906855,D001819,"염화칼슘이수화물",0.74,"그램"
200906855,D000363,"L-아르기닌",12.0,"그램"
200906855,D000565,"염화칼륨",4.48,"그램"
200906855,D000283,"L-메티오닌",4.3,"그램"
200906855,D001556,"정제어유(고단위 오메가-3 지방산 함유)",30,"그램"
200906877,D000705,"플루르비프로펜",8.75,"밀리그램"
200906906,D000645,"설박탐나트륨",500,"밀리그램"
200906926,D000273,"칸데사르탄실렉세틸",16.0,"밀리그램"
200906926,D000559,"히드로클로로티아지드",12.5,"밀리그램"
200906966,D000086,"덱시부프로펜",150,"밀리그램"
200906974,D000035,"에스시탈로프람옥살산염",12.77,"밀리그램"
200906976,D001460,"브린졸라미드",10,"밀리그램"
200906976,D000684,"티몰롤말레산염",6.8,"밀리그램"
200906982,D000506,"디클로페낙나트륨",,"밀리그램"
200907021,D000709,"리도카인",96,"밀리그램"
200907024,D000247,"은행엽엑스",3.5,"밀리그램"
200907060,D000709,"L-멘톨",8.6652,"밀리그램"
200907093,D000793,"레보플록사신수화물",100,"밀리그램"
200907189,D000452,"클로피도그렐황산수소염",97.875,"밀리그램"
200907303,D001402,"아다팔렌",1.0,"밀리그램"
200907303,D000678,"가수과산화벤조일",33.3,"밀리그램"
200907324,D000380,"테르비나핀염산염",10,"밀리그램"
200907446,D000220,"로사르탄칼륨",100,"밀리그램"
200907446,D000559,"히드로클로로티아지드",12.5,"밀리그램"
200907575,D001180,"다베포에틴알파",20,"마이크로그램"
200907576,D001180,"다베포에틴알파",30,"마이크로그램"
200907577,D001180,"다베포에틴알파",60,"마이크로그램"
200907655,D000729,"세프트리악손나트륨수화물",1,"그램"
200907667,D000147,"황금건조엑스(6→1)",16.7,"밀리그램"
200907667,D001495,"우르소데옥시콜산",15,"밀리그램"
200907667,D001098,"건강가루",100,"밀리그램"
200907667,D000493,"인삼가루",50,"밀리그램"
200907781,D000295,"도세탁셀삼수화물",42.68,"밀리그램"
200907782,D000273,"칸데사르탄실렉세틸",16.00,"밀리그램"
200907783,D000435,"베니디핀염산염",6.0,"밀리그램"
200907796,D000273,"칸데사르탄실렉세틸",16.00,"밀리그램"
200907798,D000046,"이르베사르탄",150.00,"밀리그램"
200907799,D000247,"실로스타졸",100,"밀리그램"
200907811,D000357,"올란자핀",5.00,"밀리그램"
200907818,D001098,"아스코르브산",400.0,"밀리그램"
200907818,D000363,"티아민질산염",10.0,"밀리그램"
200907819,D000357,"올란자핀",10.00,"밀리그램"
200907915,D000425,"판크레아틴장용성제피미세정",162.7,"밀리그램"
200907984,D000220,"로사르탄칼륨",100.0,"밀리그램"
200908005,D000590,"트라넥삼산",50,"밀리그램"
200908018,D000678,"클린다마이신염산염",150,"밀리그램"
200908026,D001495,"우르소데옥시콜산",300.0,"밀리그램"
200908029,D000645,"설박탐나트륨",500,"밀리그램"
200908061,D000678,"클린다마이신염산염",300.0,"밀리그램"
200908116,D000363,"티아민질산염",60.0,"밀리그램"
200908116,D001521,"판토텐산칼슘",60.0,"밀리그램"
200908147,D000297,"돔페리돈말레산염",12.72,"밀리그램"
200908169,D000905,"몬테루카스트나트륨",10.4,"밀리그램"
200908185,D000220,"로사르탄칼륨",50.00,"밀리그램"
200908185,D000152,"암로디핀캄실산염",7.84,"밀리그램"
200908186,D000220,"로사르탄칼륨",100.00,"밀리그램"
200908186,D000152,"암로디핀캄실산염",7.84,"밀리그램"
200908201,D000552,"아토목세틴염산염",91.42,"밀리그램"
200908303,D000709,"리도카인염산염수화물",10.67,"밀리그램"
200908333,D000905,"몬테루카스트나트륨",4.16,"밀리그램"
200908334,D000905,"몬테루카스트나트륨",4.16,"밀리그램"
200908339,D000406,"프레드니솔론아세테이트",0.5,"밀리그램"
200908339,D000709,"리도카인",30.0,"밀리그램"
200908340,D000709,"L-멘톨",30.0,"밀리그램"
200908348,D000273,"칸데사르탄실렉세틸",8.00,"밀리그램"
200908349,D000273,"칸데사르탄실렉세틸",8.00,"밀리그램"
200908350,D000627,"로피니롤염산염",2.28,"밀리그램"
200908351,D000627,"로피니롤염산염",2.28,"밀리그램"
200908353,D000905,"몬테루카스트나트륨",4.16,"밀리그램"
200908354,D000905,"몬테루카스트나트륨",5.2,"밀리그램"
200908367,D000273,"칸데사르탄실렉세틸",16.00,"밀리그램"
200908368,D000905,"몬테루카스트나트륨",5.2,"밀리그램"
200908470,D000479,"클로베타솔프로피오네이트",0.5,"밀리그램"
200908471,D000724,"비칼루타마이드",150.0,"밀리그램"
200908494,D000540,"부스피론염산염",15.0,"밀리그램"
200908495,D000637,"베클로메타손 디프로피오네이트 무수물",77.0,"밀리그램"
200908499,D000302,"엔타카폰",200.0,"밀리그램"
200908499,D000563,"레보도파",75.0,"밀리그램"
200908499,D000051,"카르비도파수화물",20.25,"밀리그램"
200908500,D000302,"엔타카폰",200.0,"밀리그램"
200908500,D000563,"레보도파",125.0,"밀리그램"
200908500,D000051,"카르비도파수화물",33.8,"밀리그램"
200908567,D000430,"목시플록사신염산염",5.45,"밀리그램"
200908717,D000493,"인삼가루",40,"밀리그램"
200908717,D001098,"아스코르브산",60,"밀리그램"
200908717,D001521,"니코틴산아미드",20,"밀리그램"
200908717,D000147,"산화마그네슘",66.34,"밀리그램"
200908717,D001726,"황산망간",3,"밀리그램"
200908717,D000671,"에르고칼시페롤",400,"아이.유"
200908717,D000216,"레티놀아세테이트",5000,"아이.유"
200908717,D000363,"티아민질산염",2,"밀리그램"
200908752,D000345,"알프로스타딜",5,"마이크로그램"
200908758,D000493,"인삼가루",100,"밀리그램"
200908758,D000147,"산화마그네슘",10,"밀리그램"
200908758,D000671,"에르고칼시페롤",240,"아이.유"
200908758,D001098,"리보플라빈",2.5,"밀리그램"
200908758,D001726,"황산망간",2,"밀리그램"
200908758,D001521,"시아노코발라민",4.9,"마이크로그램"
200908758,D000216,"레티놀팔미테이트",2400,"아이.유"
200908758,D000363,"티아민염산염",2.5,"밀리그램"
200908760,D000709,"클로르헥시딘글루콘산염액",10,"그램"
200908761,D000565,"염화칼륨",30,"밀리그램"
200908781,D001495,"우르소데옥시콜산",50.0,"밀리그램"
200908782,D001495,"우르소데옥시콜산",50.0,"밀리그램"
200908817,D001495,"우르소데옥시콜산",50,"밀리그램"
200908819,D001495,"우르소데옥시콜산",50.0,"밀리그램"
200908823,D001495,"우르소데옥시콜산",50,"밀리그램"
200908825,D001495,"우르소데옥시콜산",50.0,"밀리그램"
200908828,D000145,"클로르페니라민말레산염",0.1,"밀리그램"
200908828,D000288,"네오스티그민메틸황산염",0.02,"밀리그램"
200908829,D000010,"반코마이신염산염",1,"그램"
200908830,D000010,"반코마이신염산염",500,"밀리그램"
200908839,D000493,"갈근탕연조엑스",2.77,"그램"
200908862,D000216,"레티놀팔미테이트",0.736,"밀리그램"
200908862,D000363,"티아민질산염",12.5,"밀리그램"
200908862,D000147,"산화마그네슘",35,"밀리그램"
200908862,D000471,"요오드화칼륨",0.098,"밀리그램"
200908862,D001098,"리보플라빈",6,"밀리그램"
200908862,D001521,"니코틴산아미드",39.6,"밀리그램"
200908906,D000237,"부설판",6.0,"밀리그램"
200908953,D001098,"아스코르브산",500.00,"밀리그램"
200908953,D001521,"피리독신염산염",7.30,"밀리그램"
200908953,D000363,"티아민질산염",12.34,"밀리그램"
200908970,D000197,"니페디핀",10,"밀리그램"
200908976,D001495,"우르소데옥시콜산",50.0,"밀리그램"
200908976,D000363,"티아민질산염",10.0,"밀리그램"
200908976,D001098,"리보플라빈",5.0,"밀리그램"
200908977,D000493,"인삼30%에탄올엑스",50.0,"밀리그램"
200908977,D000363,"티아민질산염",5.0,"밀리그램"
200908977,D001495,"우르소데옥시콜산",25.0,"밀리그램"
200909037,D000430,"목시플록사신염산염",5.45,"밀리그램"
200909045,D000307,"피라세탐",800,"밀리그램"
200909107,D000709,"L-멘톨",8.75,"밀리그램"
200909107,D000493,"디펜히드라민염산염",17.5,"밀리그램"
200909108,D000709,"L-멘톨",140,"밀리그램"
200909108,D000493,"디펜히드라민염산염",10,"밀리그램"
200909125,D000422,"리스페리돈",1.0,"밀리그램"
200909126,D000357,"올란자핀",5.00,"밀리그램"
200909214,D000509,"레날리도마이드반수화물",5.17,"밀리그램"
200909215,D000509,"레날리도마이드반수화물",10.35,"밀리그램"
200909282,D000035,"에스시탈로프람옥살산염",6.39,"밀리그램"
200909290,D001098,"아스코르브산",500,"밀리그램"
200909311,D000247,"실로스타졸",50.0,"밀리그램"
200909377,D000273,"칸데사르탄실렉세틸",16.00,"밀리그램"
200909379,D000122,"메로페넴수화물",500,"밀리그램"
200909429,D000509,"레날리도마이드반수화물",15.52,"밀리그램"
200909430,D000509,"레날리도마이드반수화물",25.87,"밀리그램"
200909482,D000122,"메로페넴수화물",,"밀리그램"
200909484,D000152,"암로디핀베실산염",13.888,"밀리그램"
200909506,D001495,"우르소데옥시콜산",50.0,"밀리그램"
201000065,D000729,"세프트리악손나트륨수화물",1.0,"그램"
201000163,D001498,"침강탄산칼슘",400,"밀리그램"
201000163,D000147,"산화마그네슘",100,"밀리그램"
201000241,D000430,"목시플록사신염산염",5.45,"밀리그램"
201000248,D001036,"포스포마이신나트륨",1,"그램"
201000286,D000769,"케토코나졸",200,"밀리그램"
201000300,D001250,"오르리스타트",60.0,"밀리그램"
201000406,D000658,"콜레칼시페롤농축분말",5.00,"밀리그램"
201000513,D000043,"옥살리플라틴",5,"밀리그램"
201000571,D000048,"재조합인난포자극호르몬",75,"아이.유"
201000622,D000757,"이미페넴수화물",530,"밀리그램"
201000637,D000455,"아토르바스타틴칼슘삼수화물",10.85,"밀리그램"
201000790,D001236,"에쿨리주맙",300,"밀리그램"
201000826,D000224,"리세드론산나트륨일수화물",158.9,"밀리그램"
201000827,D000485,"텔미사르탄",40.00,"밀리그램"
201000827,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201000828,D000485,"텔미사르탄",80.00,"밀리그램"
201000828,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201000845,D000104,"플레릭사포르",20.0,"밀리그램"
201000860,D000485,"텔미사르탄",40.00,"밀리그램"
201000860,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201000861,D000485,"텔미사르탄",80.00,"밀리그램"
201000861,D000559,"히드로클로로티아지드",12.50,"밀리그램"
201000863,D000363,"티아민질산염",25.00,"밀리그램"
201000863,D001521,"판토텐산칼슘",30.00,"밀리그램"
201000865,D000485,"텔미사르탄",40.00,"밀리그램"
201000865,D000559,"히드로클로로티아지드",12.50,"밀리그램"
201000866,D000485,"텔미사르탄",80.00,"밀리그램"
201000866,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201000867,D000485,"텔미사르탄",,"밀리그램"
201000867,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201000872,D000224,"리세드론산나트륨일수화물",158.9,"밀리그램"
201000875,D000224,"리세드론산나트륨일수화물",158.9,"밀리그램"
201000876,D000224,"리세드론산나트륨일수화물",158.9,"밀리그램"
201000877,D000485,"텔미사르탄",40.00,"밀리그램"
201000877,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201000878,D000485,"텔미사르탄",80.00,"밀리그램"
201000878,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201000888,D000485,"텔미사르탄",80.00,"밀리그램"
201000888,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201000889,D000485,"텔미사르탄",40.0,"밀리그램"
201000889,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201000949,D000485,"텔미사르탄",80.0,"밀리그램"
201000949,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201000950,D000485,"텔미사르탄",40.00,"밀리그램"
201000950,D000559,"히드로클로로티아지드",12.50,"밀리그램"
201000951,D000224,"리세드론산나트륨일수화물",158.9,"밀리그램"
201000953,D000086,"덱시부프로펜",1.2,"그램"
201000963,D000219,"로수바스타틴칼슘",20.80,"밀리그램"
201000966,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201000967,D000219,"로수바스타틴칼슘",10.40,"밀리그램"
201000968,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201000969,D000219,"로수바스타틴칼슘",20.80,"밀리그램"
201000970,D000219,"로수바스타틴칼슘",20.8,"밀리그램"
201000972,D000219,"로수바스타틴칼슘",10.40,"밀리그램"
201000973,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201000974,D000219,"로수바스타틴칼슘(미분화)",20.80,"밀리그램"
201000975,D000219,"로수바스타틴칼슘(미분화)",5.20,"밀리그램"
201000976,D000219,"로수바스타틴칼슘",10.40,"밀리그램"
201000977,D000219,"로수바스타틴칼슘(미분화)",10.40,"밀리그램"
201000978,D000219,"로수바스타틴칼슘",10.40,"밀리그램"
201000979,D000219,"로수바스타틴칼슘",20.80,"밀리그램"
201000980,D000219,"로수바스타틴칼슘",20.80,"밀리그램"
201000981,D000219,"로수바스타틴칼슘",10.40,"밀리그램"
201000982,D000219,"로수바스타틴칼슘",5.20,"밀리그램"
201000983,D000219,"로수바스타틴칼슘",20.8,"밀리그램"
201000984,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201000985,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201000986,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201000987,D000295,"도세탁셀무수물",20,"밀리그램"
201000988,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201000989,D000219,"로수바스타틴칼슘(미분화)",10.4,"밀리그램"
201000991,D000219,"로수바스타틴칼슘",10.40,"밀리그램"
201000993,D000219,"로수바스타틴칼슘",20.8,"밀리그램"
201000994,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201000996,D000219,"로수바스타틴칼슘",10.40,"밀리그램"
201000998,D000219,"로수바스타틴칼슘염",10.40,"밀리그램"
201000999,D000219,"로수바스타틴칼슘",20.80,"밀리그램"
201001000,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201001001,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201001002,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201001003,D000219,"로수바스타틴칼슘",5.2,"밀리그램"
201001004,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201001005,D000219,"로수바스타틴칼슘",20.8,"밀리그램"
201001006,D000219,"로수바스타틴칼슘",20.8,"밀리그램"
201001007,D000219,"로수바스타틴칼슘",5.2,"밀리그램"
201001008,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201001009,D000219,"로수바스타틴칼슘",20.8,"밀리그램"
201001010,D000219,"로수바스타틴칼슘",5.2,"밀리그램"
201001011,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201001012,D000219,"로수바스타틴칼슘(미분화)",,"밀리그램"
201001013,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201001014,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201001017,D000485,"텔미사르탄",80.00,"밀리그램"
201001017,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201001018,D000485,"텔미사르탄",40.00,"밀리그램"
201001018,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201001021,D000485,"텔미사르탄",80,"밀리그램"
201001021,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201001022,D000485,"텔미사르탄",40,"밀리그램"
201001022,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201001023,D000485,"텔미사르탄",,"밀리그램"
201001023,D000559,"히드로클로로티아지드",,"밀리그램"
201001024,D000485,"텔미사르탄",,"밀리그램"
201001024,D000559,"히드로클로로티아지드",,"밀리그램"
201001026,D000219,"로수바스타틴칼슘",,"밀리그램"
201001029,D000219,"로수바스타틴칼슘",10.4,"밀리그램"
201001030,D000219,"로수바스타틴칼슘",20.8,"밀리그램"
201001033,D000654,"라미부딘",100,"밀리그램"
201001041,D000219,"로수바스타틴칼슘",5.20,"밀리그램"
201001042,D000219,"로수바스타틴칼슘",20.80,"밀리그램"
201001057,D000638,"벤라팍신염산염",42.425,"밀리그램"
201001138,D000486,"토브라마이신",3,"밀리그램"
201001138,D000199,"덱사메타손",1,"밀리그램"
201001201,D000155,"에페드린염산염",13,"밀리그램"
201001201,D000134,"아세트아미노펜",200,"밀리그램"
201001201,D000747,"카페인무수물",10,"밀리그램"
201001267,D000295,"도세탁셀삼수화물",42.68,"밀리그램"
201001269,D000776,"트레프로스티닐",10.0,"밀리그램"
201001343,D001232,"소마트로핀",5.3,"밀리그램"
201001350,D001617,"L-이소류신",900,"밀리그램"
201001350,D000363,"L-아르기닌",600,"밀리그램"
201001350,D000283,"L-메티오닌",100,"밀리그램"
201001351,D001617,"L-이소류신",0.59,"그램"
201001351,D000363,"L-아르기닌",0.81,"그램"
201001351,D000283,"L-메티오닌",0.45,"그램"
201001420,D000620,"프라미펙솔염산염일수화물",1.500,"밀리그램"
201001421,D000620,"프라미펙솔염산염일수화물",0.750,"밀리그램"
201001422,D000620,"프라미펙솔염산염일수화물",0.375,"밀리그램"
201001424,D000236,"베포타스틴칼슘이수화물",7.79,"밀리그램"
201001531,D000770,"클로람페니콜",5.0,"밀리그램"
201001531,D000199,"덱사메타손디나트륨인산염",1.0,"밀리그램"
201001532,D000666,"오플록사신",3,"밀리그램"
201001573,D001098,"아스코르브산과립",309.3,"밀리그램"
201001573,D001521,"니코틴산아미드",100,"밀리그램"
201001573,D000471,"요오드화칼륨",196,"마이크로그램"
201001573,D000216,"건조레티놀아세테이트",10,"밀리그램"
201001573,D000658,"콜레칼시페롤과립",4,"밀리그램"
201001573,D000363,"티아민질산염",10,"밀리그램"
201001615,D001179,"루트로핀알파(인황체형성호르몬)(유전자재조합)",3.0,"마이크로그램"
201001637,D000224,"리세드론산나트륨일수화물",158.85,"밀리그램"
201001639,D000043,"옥살리플라틴",100,"밀리그램"
201001640,D000224,"리세드론산나트륨2.5수화물",,"밀리그램"
201001681,D001657,"센나열매가루",496,"밀리그램"
201001681,D001521,"니코틴산아미드",1.25,"밀리그램"
201001682,D000868,"S-암로디핀베실산염2.5수화물",7.48,"밀리그램"
201001683,D000485,"텔미사르탄",40,"밀리그램"
201001684,D000300,"라모트리진",50.0,"밀리그램"
201001685,D000485,"텔미사르탄",80,"밀리그램"
201001698,D000916,"암브록솔염산염",30,"밀리그램"
201001698,D000477,"클렌부테롤염산염",0.02,"밀리그램"
201001699,D000583,"쿠에티아핀푸마르산염",28.78,"밀리그램"
201001707,D000011,"발사르탄",80.0,"밀리그램"
201001721,D000220,"로사르탄칼륨",100.0,"밀리그램"
201001721,D000559,"히드로클로로티아지드",12.5,"밀리그램"
201001722,D000303,"페메트렉시드이나트륨칠수화물",139.8,"밀리그램"
201001723,D000905,"몬테루카스트나트륨",4.16,"밀리그램"
201001725,D000224,"리세드론산나트륨2.5수화물",,"밀리그램"
201001729,D000087,"도리페넴일수화물",0.25,"그램"
201001730,D000224,"리세드론산나트륨일수화물",158.87,"밀리그램"
201001731,D000224,"리세드론산나트륨2.5수화물",172.1,"밀리그램"
201001733,D000905,"몬테루카스트나트륨",4.16,"밀리그램"
201001737,D000187,"티자니딘염산염",1.144,"밀리그램"
201001742,D000983,"피록시캄칼륨",22.3,"밀리그램"
201001744,D000370,"카르베딜롤과립",351.2,"밀리그램"
201001745,D000868,"에스암로디핀니코틴산염",6.506,"밀리그램"
201001784,D001521,"피리독신염산염",50,"밀리그램"
201001804,D001726,"황산망간",2.31,"밀리그램"
201001804,D000363,"티아민질산염",1.6,"밀리그램"
201001804,D001098,"리보플라빈",1.8,"밀리그램"
201001804,D001521,"니코틴산아미드",19,"밀리그램"
201001891,D000631,"메살라진",1200.0,"밀리그램"
201001927,D000506,"디클로페낙나트륨",37.5,"밀리그램"
201001929,D000199,"덱사메타손포스페이트이나트륨",5,"밀리그램"
201001931,D000773,"트라마돌염산염",50,"밀리그램"
201001932,D000590,"트라넥삼산",50,"밀리그램"
201001950,D000152,"암로디핀베실산염",13.889,"밀리그램"
201002044,D001495,"우르소데옥시콜산",50.0,"밀리그램"
201002062,D001276,"칼시포트리올",52.2,"마이크로그램"
201002062,D000132,"베타메타손디프로피오네이트",0.643,"밀리그램"
201002066,D000891,"도네페질염산염수화물",10.43,"밀리그램"
201002081,D000683,"트리암시놀론아세토니드",40,"밀리그램"
201002088,D000486,"토브라마이신",3,"밀리그램"
201002089,D000603,"네오마이신황산염",50.2,"밀리그램"
201002089,D000479,"니스타틴","100,000","아이.유"
201002089,D001154,"폴리믹신B황산염","35,000","아이.유"
201002100,D001098,"아스코르브산과립",309.3,"밀리그램"
201002100,D001521,"니코틴산아미드",100,"밀리그램"
201002100,D000471,"요오드화칼륨",196,"마이크로그램"
201002100,D000216,"건조레티놀아세테이트",10,"밀리그램"
201002100,D000658,"콜레칼시페롤과립",4,"밀리그램"
201002100,D000363,"티아민질산염",10,"밀리그램"
201002121,D000773,"트라마돌염산염",50,"밀리그램"
201002132,D000709,"ℓ- 멘톨",125.0,"밀리그램"
201002150,D000718,"메트포르민염산염",1000.0,"밀리그램"
201002151,D000718,"메트포르민염산염",1000.0,"밀리그램"
201002175,D000713,"린코마이신염산염",300,"밀리그램"
201002177,D001098,"아스코르브산",250,"밀리그램"
201002238,D000891,"도네페질염산염수화물",5.22,"밀리그램"
201002277,D000224,"리세드론산나트륨일수화물",158.9,"밀리그램"
